nama_instansi,nama_satuan_kerja,tahun_anggaran,cara_pengadaan,metode_pengadaan,jenis_pengadaan,nama_paket,kode_rup,sumber_dana,produk_dalam_negeri,total_nilai,jumlah_paket_realisasi,total_realisasi,persentase_realisasi,status_realisasi
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pembayaran untuk Kontrak Tahun Jamak,Barang,Pengadaan dan Pemasangan Pompa Pegangsaan Dua dan Pompa Warung Jengkol Beserta Kelengkapannya,64842975,APBD,Ya,29180587762,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pembayaran untuk Kontrak Tahun Jamak,Pekerjaan Konstruksi,Pembangunan Prasarana Dan Sarana Kali/Sungai Grogol (Segmen Kemanggisan) Dan Kelengkapannya,64842199,APBD,Ya,28639541274,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA ANGKUTAN PERAIRAN - 2.15.0.00.0.00.01.0018,2026,Penyedia,Dikecualikan,Barang,Penyediaan Bahan Bakar Minyak (BBM) Kapal Angkutan Perairan,61773539,APBD,Ya,28580287680,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Modal Peralatan dan Mesin BOSP-BOS Reguler Penyediaan Dana Bantuan Operasional Sekolah (BOS) Reguler Jenjang SMK Negeri,65182836,APBD,Ya,28327559016,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA TIMUR - 2.11.0.00.0.00.01.0005,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM KDO/KDOK,67072850,APBD,Ya,28099243605,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA BARAT - 2.11.0.00.0.00.01.0003,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan BBM KDO/KDO Khusus,63254126,APBD,Ya,27142215000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA PUSAT - 2.11.0.00.0.00.01.0001,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM KDO/KDO Khusus,64680678,APBD,Ya,26648900800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,BIRO UMUM DAN ADMINISTRASI SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0007,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",64351830,APBD,Ya,25571548300,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pembayaran untuk Kontrak Tahun Jamak,Pekerjaan Konstruksi,Pembangunan Rumah Pompa Cipulir Dalam Rangka Penanganan Genangan Seskoal (Lanjutan),64842600,APBD,Ya,25172802041,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PASAR MINGGU - 1.02.0.00.0.00.01.0063,2026,Penyedia,Dikecualikan,Jasa Lainnya,REMUNERASI PNS,64703096,BLUD,Ya,24661309506,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT DATA DAN INFORMASI PERHUBUNGAN - 2.15.0.00.0.00.01.0022,2026,Penyedia,E-Purchasing,Barang,Pengembangan Data Center,63320864,APBD,Tidak,24611968276,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA SELATAN - 2.11.0.00.0.00.01.0004,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM KDO / KDO Khusus,64971277,APBD,Ya,24549439200,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pembayaran untuk Kontrak Tahun Jamak,Pekerjaan Konstruksi,Pembangunan Sistem Tata Air Pompa IKIP Baru Beserta Kelengkapannya,64842933,APBD,Ya,24431448602,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CAKUNG - 1.02.0.00.0.00.01.0131,2026,Penyedia,Dikecualikan,Jasa Lainnya,	Gaji dan Tunjangan Kinerja Non PNS (APBD),64798841,APBD,Ya,24157117733,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Barang,Belanja Modal Peralatan dan Mesin BOSP-BOS Reguler Penyediaan Dana Bantuan Operasional Sekolah (BOS) Reguler Jenjang SMA Negeri,65101483,APBD,Ya,23986267457,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.03.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Penyediaan Jasa Telepon, Air dan Listrik",65812867,APBD,Ya,23890622784,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS JAGAKARSA - 1.02.0.00.0.00.01.0115,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Kegiatan Pemenuhan Kebutuhan Sumber Daya Manusia Kesehatan Sesuai Standar (APBD & BLUD),64462860,APBD;BLUD,Ya,23821297980,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TEBET - 1.02.0.00.0.00.01.0074,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Pegawai Non PNS BLUD,63365765,BLUD,Ya,23724609380,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CENGKARENG - 1.02.0.00.0.00.01.0059,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Barang dan Jasa Pegawai Non PNS (remun non PNS) TW IV,64843989,BLUD,Ya,23598186802,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CENGKARENG - 1.02.0.00.0.00.01.0059,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Barang dan Jasa Pegawai Non PNS (remun non PNS) TW III,64843966,BLUD,Ya,23598186802,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA SELATAN - 2.11.0.00.0.00.01.0004,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengadaan Petugas Pengolahan Sampah - Pengemudi Dump Truck (Besar/Kecil),65297867,APBD,Ya,23445834750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA UTARA - 2.11.0.00.0.00.01.0002,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM KDO/KDO Khusus,64464310,APBD,Ya,22085817000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PASAR MINGGU - 1.02.0.00.0.00.01.0063,2026,Penyedia,Dikecualikan,Barang,"Penyediaan Bahan Obat Obatan, Vaksin, Labu Darah PL BLUD",67674439,BLUD,Ya,21978699916,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Sewa Bangunan Gedung dan Gudang Kantor Dinas Lingkungan Hidup,67036037,APBD,Ya,21930424320,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT PELATIHAN OLAHRAGA PELAJAR - 2.19.0.00.0.00.01.0011,2026,Penyedia,E-Purchasing,Jasa Lainnya,"Permakanan Atlet, Pelatih, Asisten Pelatih, Strength and Conditioning (SC) Pusat Pelatihan Olahraga Pelajar Provinsi DKI Jakarta Tahun Anggaran 2026",62669606,APBD,Ya,21361650000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH MAMPANG PRAPATAN - 1.02.0.00.0.00.01.0075,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,63245969,APBD,Ya,21241795640,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKBAR - 1.01.0.00.0.00.01.0006,2026,Penyedia,Dikecualikan,Barang,Penyediaan Biaya Operasional Pendidikan Sekolah Menengah Pertama Negeri (BOP-SMPN) Alokasi Dasar (BOSDA),64684398,APBD,Ya,21228106006,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS - 1.01.0.00.0.00.01.0002,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengadaan Pendidik Non PNS Satuan Pendidikan Dasar Negeri,61994984,APBD,Ya,21187683686,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS JATINEGARA - 1.02.0.00.0.00.01.0127,2026,Penyedia,Dikecualikan,Barang,Pemberdayaan Sumber Daya Manusia (SDM) Urusan Kesehatan,63010352,APBD,Ya,21086686500,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS TANJUNG PRIOK - 1.02.0.00.0.00.01.0100,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pembayaran Gaji Pegawai Non ASN,64839003,APBD,Ya,21043941094,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pembayaran untuk Kontrak Tahun Jamak,Pekerjaan Konstruksi,Pembangunan Prasarana Dan Sarana Kali/Sungai Dan Kelengkapannya di Wilayah Jakarta Utara (Saluran Phb Layar),64842330,APBD,Ya,20498534944,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKBAR - 1.01.0.00.0.00.01.0005,2026,Penyedia,Dikecualikan,Barang,Penyediaan Biaya Operasional Pendidikan Sekolah Menengah Pertama Negeri (BOP-SMPN) dan Sekolah Menengah Pertama Terbuka (BOP-SMPT) Alokasi Dasar (BOSDA),64831482,APBD,Ya,20407139992,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CILINCING - 1.02.0.00.0.00.01.0069,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Remunerasi Non PNS,64729471,BLUD,Ya,20399101464,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA TIMUR - 1.04.0.00.0.00.01.0005,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,"Pembangunan dan/atau Perbaikan Prasarana, Sarana dan Utilitas (PSU) di Lingkungan Kawasan Permukiman Kumuh Kota Administrasi Jakarta Timur",67777450,APBD,Ya,20383801460,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKUT - 1.01.0.00.0.00.01.0004,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Biaya Operasional Pendidikan Sekolah Dasar Negeri (BOP-SDN) Alokasi Dasar (BOSDA),64155002,APBD,Ya,20188923075,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS PAL MERAH - 1.02.0.00.0.00.01.0109,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Pemberdayaan Sumber Daya Manusia (SDM) Urusan Kesehatan - PKM Palmerah TA 2026,63431589,APBD,Ya,19628933645,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TAMANSARI - 1.02.0.00.0.00.01.0080,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan RSUD Tamansari (APBD),62104998,APBD,Ya,19402501874,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PASAR MINGGU - 1.02.0.00.0.00.01.0063,2026,Penyedia,Dikecualikan,Barang,Remunerasi dr spesialis,67674442,BLUD,Ya,18871171180,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PASAR MINGGU - 1.02.0.00.0.00.01.0063,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Jasa PJLP,67674429,BLUD,Ya,18851292040,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CIPAYUNG - 1.02.0.00.0.00.01.0124,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan - Gaji Non PNS ,63454139,APBD,Ya,18833331313,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS PASAR REBO - 1.02.0.00.0.00.01.0122,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan -- Pemenuhan Kebutuhan Sumber Daya Manusia Kesehatan Sesuai Standar (Pemberdayaan Sumber Daya Manusia (SDM) Urusan Kesehatan),64369478,APBD,Ya,18784318716,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS TEBET - 1.02.0.00.0.00.01.0120,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Gaji dan TKD Tenaga Non PNS (APBD) Puskesmas Tebet TA 2026,63215585,APBD,Ya,18731821494,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KEMBANGAN - 1.02.0.00.0.00.01.0105,2026,Penyedia,E-Purchasing,Barang,Penyediaan Gaji dan Tunjangan Pegawai Non PNS,63636469,APBD,Ya,18683086515,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CENGKARENG - 1.02.0.00.0.00.01.0059,2026,Penyedia,Dikecualikan,Barang,Belanja Farmasi,64840250,BLUD,Tidak,18540310513,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH MATRAMAN - 1.02.0.00.0.00.01.0079,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,63376408,APBD,Ya,18270496488,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Pengadaan Gerobak Motor Sampah,67703929,APBDP,Ya,18016544000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN VII - 1.04.0.00.0.00.01.0015,2026,Penyedia,Dikecualikan,Jasa Lainnya,(Operasional dan Pemeliharaan Rumah Susun yang merupakan aset pemerintah provinsi) Belanja Tagihan Listrik,62879940,APBD,Ya,17785874939,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.03.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Petugas Penanganan Bencana,66689878,APBD,Ya,17614101840,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CIRACAS - 1.02.0.00.0.00.01.0078,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Gaji dan Tunjangan Kinerja Non PNS,64637631,APBD,Ya,17598285516,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN I - 1.04.0.00.0.00.01.0009,2026,Penyedia,Dikecualikan,Jasa Lainnya,Pemeliharaan Peralatan dan Perlengkapan Kerja,62520203,APBD,Ya,17179999600,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CIPAYUNG - 1.02.0.00.0.00.01.0087,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,63570897,APBD,Ya,17094718685,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH KEMAYORAN - 1.02.0.00.0.00.01.0064,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,64612967,APBD,Ya,17060822288,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Pengadaan Feeder Compactor Kecil,64705843,APBD,Ya,17004756384,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TANAH ABANG - 1.02.0.00.0.00.01.0082,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,67489704,APBD,Ya,16931018532,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS SETIABUDI - 1.02.0.00.0.00.01.0119,2026,Penyedia,Dikecualikan,Jasa Lainnya,Pemberdayaan Sumber Daya Manusia Urusan Kesehatan,63370554,APBD,Ya,16558161840,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS SAWAH BESAR - 1.02.0.00.0.00.01.0096,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan Gaji dan Tunjangan Kinerja Tenaga Non PNS,63964623,APBD,Ya,16361459760,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PADEMANGAN - 1.02.0.00.0.00.01.0070,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,64744880,APBD,Ya,16326441173,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CEMPAKA PUTIH - 1.02.0.00.0.00.01.0066,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tenaga Kesehatan,63809768,APBD,Ya,16220096184,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PERTAMANAN DAN HUTAN KOTA - 3.28.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Belanja Listrik,63096443,APBD,Ya,16140856636,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN III - 1.04.0.00.0.00.01.0011,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tagihan Listrik (TALI),64056918,APBD,Ya,16072636800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM Dinas Bina Marga Provinsi DKI Jakarta,64587599,APBD,Ya,16000003120,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS JOHAR BARU - 1.02.0.00.0.00.01.0094,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,63183061,APBD,Ya,15519138728,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKBAR - 1.01.0.00.0.00.01.0005,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Biaya Operasional Pendidikan Sekolah Menengah Atas Negeri (BOP-SMAN) Alokasi Dasar (BOSDA),64828468,APBD,Ya,15382524584,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CENGKARENG - 1.02.0.00.0.00.01.0059,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan (Gaji Non PNS) TW IV,64845665,APBD,Ya,15350213803,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PESANGGRAHAN - 1.02.0.00.0.00.01.0076,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Barang dan Jasa ( Belanja Pegawai Non PNS),63709834,BLUD,Ya,15290483600,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS PULO GADUNG - 1.02.0.00.0.00.01.0130,2026,Penyedia,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,67804149,BLUD,Ya,15004888430,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH JAGAKARSA - 1.02.0.00.0.00.01.0073,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,63036140,APBD,Ya,14959927168,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT DATA DAN INFORMASI PERHUBUNGAN - 2.15.0.00.0.00.01.0022,2026,Penyedia,E-Purchasing,Barang,Pengembangan Artificial Intelligence,63320673,APBD,Tidak,14784825664,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CENGKARENG - 1.02.0.00.0.00.01.0059,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan (Gaji Non PNS) TW III,64845620,APBD,Ya,14661733197,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS MENTENG - 1.02.0.00.0.00.01.0091,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan: Gaji dan Tunjangan Non-PNS,63574851,APBD,Ya,14651086680,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH KEPULAUAN SERIBU - 1.02.0.00.0.00.01.0056,2026,Penyedia,Dikecualikan,Jasa Lainnya,Pemenuhan Kebutuhan Sumber Daya Manusia Kesehatan,64388487,APBD,Ya,14592645226,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT KRISIS DAN KEGAWATDARURATAN KESEHATAN DAERAH - 1.02.0.00.0.00.01.0088,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM Kendaraan Dinas Operasional/Kendaraan Dinas Operasional Khusus,64009527,APBD,Ya,14533797600,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA ADMINISTRASI JAKARTA TIMUR - 2.12.0.00.0.00.01.0005,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,PETUGAS OPERATOR KOMPUTER KEPENDUDUKAN DAN PENCATATAN SIPIL (PENYEDIA JASA TENAGA OPERATOR KOMPUTER),61801002,APBD,Ya,14031578600,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Barang,Belanja Modal Aset Tetap Lainnya BOSP-BOS Reguler Penyediaan Dana Bantuan Operasional Sekolah (BOS) Reguler Jenjang SMP Negeri,64947927,APBD,Ya,13873447444,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CAKUNG - 1.02.0.00.0.00.01.0131,2026,Penyedia,Dikecualikan,Jasa Lainnya,Gaji dan Tunjangan Kinerja Non PNS (BLUD),64771240,BLUD,Ya,13858666145,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKBAR - 1.01.0.00.0.00.01.0006,2026,Penyedia,Dikecualikan,Barang,Penyediaan Biaya Operasional Pendidikan Sekolah Menengah Atas Negeri (BOP-SMAN) Alokasi Dasar (BOSDA),64664980,APBD,Ya,13748951863,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKUT - 1.01.0.00.0.00.01.0004,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Biaya Operasional Pendidikan Sekolah Menengah Pertama Negeri (BOP-SMPN) dan Sekolah Menengah Pertama Terbuka (BOP-SMPT) Alokasi Dasar (BOSDA),64260527,APBD,Ya,13542302248,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN IV - 1.04.0.00.0.00.01.0012,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tagihan Listrik,62931736,APBD,Ya,13418264787,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TUGU KOJA - 1.02.0.00.0.00.01.0068,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,63274691,APBD,Ya,13400474484,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CILINCING - 1.02.0.00.0.00.01.0069,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan,64786999,APBD,Ya,13315464921,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKUT - 1.01.0.00.0.00.01.0004,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Biaya Operasional Pendidikan Sekolah Menengah Atas Negeri (BOP-SMAN) Bisnis dan Manajemen Alokasi Dasar (BOSDA),64213862,APBD,Ya,13256720687,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH KEMBANGAN - 1.02.0.00.0.00.01.0071,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan Gaji Non PNS,63131859,APBD,Ya,12934146716,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TEBET - 1.02.0.00.0.00.01.0074,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Pegawai Non PNS APBD,63367306,APBD,Ya,12869106744,0.0,0.0,0.0,BELUM TEREALISASI
