nama_instansi,nama_satuan_kerja,tahun_anggaran,cara_pengadaan,metode_pengadaan,jenis_pengadaan,nama_paket,kode_rup,sumber_dana,produk_dalam_negeri,total_nilai
PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Pelayanan Umum Customer Relation Officer-99-S2,61971671,APBD,Ya,88560225
PROVINSI DKI JAKARTA,KELURAHAN MAMPANG PRAPATAN - JAKSEL - 7.01.0.00.0.00.04.0031,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan dan Perlengkapan kerja lapangan PPSU (Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya),63465038,APBD,Ya,31614240
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Jasa Tenaga Ahli Video Editor Semester II,65589680,APBD,Ya,122100000
PROVINSI DKI JAKARTA,PUSAT DATA DAN INFORMASI PERENCANAAN PEMBANGUNAN - 5.01.0.00.0.00.01.0008,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Jasa Lainnya Perorangan Desain Grafis 3,67294939,APBD,Ya,63250000
PROVINSI DKI JAKARTA,KELURAHAN JATINEGARA - JAKTIM - 7.01.0.00.0.00.05.0069,2026,Penyedia,E-Purchasing,Barang,Penyediaan Kesekretariatan LMK - Penyediaan Makanan dan Minuman Rakoor Mingguan LMK,63297991,APBD,Ya,29216000
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA BARAT - 1.03.0.00.0.00.02.0003,2026,Penyedia,E-Purchasing,Barang,Pengadaan Bahan Material Pemeliharaan Drainase (Pasir Beton),67313721,APBD,Ya,224999775
PROVINSI DKI JAKARTA,PUSAT PELATIHAN KERJA DAERAH - JAKBAR - 2.07.3.32.3.29.01.0009,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Konsultansi Berorientasi Layanan-Jasa Khusus,63470562,APBD,Ya,150000000
PROVINSI DKI JAKARTA,"SUKU DINAS  PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH KOTA - JAKBAR - 3.31.3.30.2.17.01.0003",2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan jasa perizinan KDO - Roda Dua,66306255,APBD,Ya,389500
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKBAR - 2.08.2.14.0.00.01.0003",2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia Aktivitas Sosialisasi BKR",42364769,APBD,-,3000000
PROVINSI DKI JAKARTA,KELURAHAN RAWA TERATE - JAKTIM - 7.01.0.00.0.00.05.0070,2026,Penyedia,Dikecualikan,Jasa Lainnya,Iuran Jaminan Kematian bagi PPPK Paruh Waktu,65728542,APBD,Ya,777168
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH SAWAH BESAR - 1.02.0.00.0.00.01.0065,2026,Penyedia,Pengadaan Langsung,Barang,Belanja BMHP Non Ekatalog,63965226,BLUD,Ya,80594864
PROVINSI DKI JAKARTA,SUKU DINAS PERHUBUNGAN KOTA ADMINISTRASI JAKARTA SELATAN - 2.15.0.00.0.00.01.0004,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan sewa mesin fotokopi ,64060416,APBD,Ya,68225696
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKSEL - 2.08.2.14.0.00.01.0004",2026,Penyedia,Pengadaan Langsung,Barang,Belanja Hadiah yang Bersifat Perlombaan Lomba Teknologi Unggulan Tingkat Kota/Kabupaten,64953841,APBD,Ya,11385360
PROVINSI DKI JAKARTA,KELURAHAN RAWA BADAK SELATAN - JAKUT - 7.01.0.00.0.00.02.0024,2026,Penyedia,E-Purchasing,Barang,Penyediaan Konsumsi Pelaksanaan Majlis Taklim,62061393,APBD,Ya,5940000
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH KALIDERES - 1.02.0.00.0.00.01.0072,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Jasa Tenaga Kesehatan APBD,64022521,APBD,Ya,19008051372
PROVINSI DKI JAKARTA,"SUKU DINAS  PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH KOTA - JAKUT - 3.31.3.30.2.17.01.0002",2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyelenggaraan Bazar UKM di Wilayah Jakarta Utara - Penyelenggaraan Bazar UKM Tingkat Kota (Outdoor),64494533,APBD,Ya,73418151
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,"Angka Kebutuhan Nyata Operasi dan Pemeliharaan (AKNOP) RLS Pondok Ranggon, RLS Lebak Bulus, dan RLS Brigif Tahun 2026",65020798,APBD,Ya,94405500
PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Pelayanan Umum-24(S2),61986078,APBD,Ya,70157893
PROVINSI DKI JAKARTA,"SUKU DINAS KETAHANAN PANGAN, KELAUTAN DAN PERTANIAN KOTA ADMINISTRASI JAKARTA UTARA - 2.09.3.25.3.27.01.0002",2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Ahli Pendamping Kewirausahaan Terpadu (PKT),61962744,APBD,Ya,789284925
PROVINSI DKI JAKARTA,KELURAHAN CAKUNG BARAT - JAKTIM - 7.01.0.00.0.00.05.0075,2026,Swakelola,-,-,Pengajian Rutin PKK,41967339,APBD,-,5500000
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 1.03.0.00.0.00.02.0006,2026,Penyedia,Dikecualikan,Jasa Lainnya,Iuran Jaminan Kesehatan Petugas Pengukuran Tanah - Pengolahan Data Pengukuran Kelas C,64114724,APBD,Ya,9809748
PROVINSI DKI JAKARTA,PUSKESMAS KEMAYORAN - 1.02.0.00.0.00.01.0095,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan Bangunan,64533878,BLUD,Ya,16422784
PROVINSI DKI JAKARTA,PUSKESMAS TAMAN SARI - 1.02.0.00.0.00.01.0111,2026,Penyedia,Dikecualikan,Jasa Lainnya,BPJS Kesehatan PJLP Kebersihan dalam Gedung (3 Bulan),67423064,BLUD,Ya,735270
PROVINSI DKI JAKARTA,PUSKESMAS JOHAR BARU - 1.02.0.00.0.00.01.0094,2026,Penyedia,E-Purchasing,Barang,Belanja Cetakan,64604561,BLUD,Ya,59000000
PROVINSI DKI JAKARTA,SUKU DINAS PEMUDA DAN OLAHRAGA KOTA - JAKUT - 2.19.0.00.0.00.01.0002,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,"Perbaikan Lapangan Olahraga Futsal Jl. Loder 1 RT.06, RW.03, Kelurahan Semper Barat, Kecamatan Cilincing",67385501,APBD,Ya,199919827
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH KEBAYORAN LAMA - 1.02.0.00.0.00.01.0086,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Beban Lain-Lain,62986258,BLUD,Ya,1500000
PROVINSI DKI JAKARTA,PUSKESMAS SAWAH BESAR - 1.02.0.00.0.00.01.0096,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Pelayanan Kesehatan Penyakit Menular dan Tidak Menular,63956121,APBD,Ya,11639000
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA SELATAN - 1.02.0.00.0.00.01.0004,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman (Makan dan Snack) Workshop Sistem Manajemen Mutu,64160984,APBD,Ya,3250000
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL - 1.01.0.00.0.00.01.0008,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia Pelaksanaan Pembinaan Gugus PAUD Tingkat Kota/ Kabupaten",64842307,APBD,Ya,25200000
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Perencanaan Acara dan Protokoler Pengelolaan Persidangan Paripurna DPRD dan Fraksi-Fraksi DPRD  (1),62261979,APBD,Ya,122100000
PROVINSI DKI JAKARTA,PUSAT PELATIHAN DAN PENGEMBANGAN PENDIDIKAN - JAKTIM - 1.01.0.00.0.00.01.0037,2026,Swakelola,-,-,Honorarium Narasumber Pelatihan Pendidikan Inklusi Tingkat Mahir bagi Guru SMP,42023223,APBD,-,48000000
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL - 1.01.0.00.0.00.01.0008,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Peningkatan Kesejahteraan Pendidik Non PNS Satuan Pendidikan Menengah Atas Negeri,62088870,APBD,Ya,3581805577
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKBAR - 1.01.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,Penyediaan Alat Tulis Kantor,67554391,APBD,Ya,110683776
PROVINSI DKI JAKARTA,KECAMATAN CIRACAS - JAKTIM - 7.01.0.00.0.00.05.0007,2026,Penyedia,E-Purchasing,Barang,Pengadaan Mebel,62027485,APBD,Ya,29482656
PROVINSI DKI JAKARTA,KELURAHAN KAYU PUTIH - JAKTIM - 7.01.0.00.0.00.05.0067,2026,Swakelola,-,-,Honorarium Penyuluhan atau Pendampingan (Honorarium Kader Jumantik RT dan RW),41668946,APBD,-,1274000000
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CILINCING - 1.02.0.00.0.00.01.0069,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Pemeliharaan Bangunan Gedung-Bangunan Gedung Tempat Kerja-Bangunan Gedung Kantor,64742940,BLUD,Ya,161606321
PROVINSI DKI JAKARTA,KELURAHAN KUNINGAN TIMUR - JAKSEL - 7.01.0.00.0.00.04.0055,2026,Penyedia,Dikecualikan,Jasa Lainnya,BPJS Ketenagakerjaan Kecelakaan RT,67120273,APBD,Ya,3480000
PROVINSI DKI JAKARTA,PUSKESMAS CEMPAKA PUTIH - 1.02.0.00.0.00.01.0093,2026,Swakelola,-,-,Pengadaan Jasa Analisa Laboratorium Pemeriksaan TSH Neonatus/SHK Pengelolaan Pelayanan Kesehatan Bayi Baru Lahir,41926139,APBD,-,94640000
PROVINSI DKI JAKARTA,KECAMATAN JATINEGARA - JAKTIM - 7.01.0.00.0.00.05.0036,2026,Swakelola,-,-,"Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan Subkegiatan Sinergitas dengan Kepolisian Negara Republik Indonesia, Tentara Nasional Indonesia dan Instansi Vertikal di Wilayah Kecamatan dan Kelurahan",41762252,APBD,-,120000000
PROVINSI DKI JAKARTA,PANTI SOSIAL ASUHAN ANAK PUTRA UTAMA 3 - 1.06.0.00.0.00.01.0009,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan dan Perlengkapan Penunjang Kebersihan Kantor,64952991,APBD,Ya,31286640
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA BARAT - 1.03.0.00.0.00.02.0003,2026,Penyedia,E-Purchasing,Jasa Lainnya,"Pemeliharaan Genset Jelambar Selatan No 1 dan 2, serta Waduk Wijaya Kusuma No. 1 dan 2",67414823,APBD,Ya,445833090
PROVINSI DKI JAKARTA,KECAMATAN GAMBIR - JAKPUS - 7.01.0.00.0.00.01.0046,2026,Penyedia,E-Purchasing,Barang,Makan Minum Gema Ramadhan Pelaksanaan Kegiatan Keagamaan Lainnya Tingkat Kecamatan Gambir,62740881,APBD,Ya,10075000
PROVINSI DKI JAKARTA,KELURAHAN GROGOL - JAKBAR - 7.01.0.00.0.00.03.0032,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Beroda Tiga-Penyediaan jasa pemeliharaan KDO/KDO Khusus,63829495,APBD,Ya,8283520
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH MAMPANG PRAPATAN - 1.02.0.00.0.00.01.0075,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Bahan Makanan,63472146,BLUD,Ya,380065762
PROVINSI DKI JAKARTA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KOTA - JAKPUS - 3.26.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Jamuan  Tamu  Aktivitas Penyelenggaraan Festival Natal Jakarta Pusat,63830673,APBD,Ya,36292000
PROVINSI DKI JAKARTA,KELURAHAN MALAKA SARI - JAKTIM - 7.01.0.00.0.00.05.0049,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Jasa Petugas PPSU - Ruang Publik Terpadu Ramah Anak,61909238,APBD,Ya,420947358
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG CEMPEDAK - JAKTIM - 7.01.0.00.0.00.05.0041,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Belanja Iuran Jaminan Kematian bagi Non ASN BPJS Ketenagakerjaan RT (  Peningkatan Peran Kelembagaan RT, RW dan LMK Tingkat Kelurahan )",62970198,APBD,Ya,12566400
PROVINSI DKI JAKARTA,KECAMATAN TEBET - JAKSEL - 7.01.0.00.0.00.04.0062,2026,Penyedia,E-Purchasing,Barang,Pengadaan Peralatan dan Mesin Lainnya - Rak Besi,64067924,APBD,Ya,14741328
PROVINSI DKI JAKARTA,KELURAHAN DUREN TIGA - JAKSEL - 7.01.0.00.0.00.04.0037,2026,Swakelola,-,-,Honorarium Narasumber Fasilitasi Pelaksanaan Kelompok Dasawisma,42057455,APBD,-,1500000
PROVINSI DKI JAKARTA,KELURAHAN BALE KAMBANG - JAKTIM - 7.01.0.00.0.00.05.0027,2026,Penyedia,E-Purchasing,Barang,Penyediaan sarana dan prasarana PKK,65324075,APBD,Ya,5716480
PROVINSI DKI JAKARTA,PUSKESMAS PASAR MINGGU - 1.02.0.00.0.00.01.0114,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,THR,63299632,BLUD,Ya,1593137235
PROVINSI DKI JAKARTA,PUSKESMAS CILANDAK - 1.02.0.00.0.00.01.0121,2026,Penyedia,E-Purchasing,Barang,Pertemuan Linsek terkait Kesehatan Jiwa dan NAPZA (Pustu Lebak Bulus),63178588,APBD,Ya,1880000
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS - 1.01.0.00.0.00.01.0002,2026,Swakelola,-,-,Bantuan Penyelenggaraan Sekolah Swasta Gratis Jenjang SMA,41351022,APBD,-,10379016000
PROVINSI DKI JAKARTA,PUSKESMAS SETIABUDI - 1.02.0.00.0.00.01.0119,2026,Penyedia,Pengadaan Langsung,Barang,Alat Kedokteran Umum + Alat Kedokteran Gigi Barang dan Jasa,63467654,BLUD,Tidak,33090752
PROVINSI DKI JAKARTA,PUSKESMAS KEBAYORAN LAMA - 1.02.0.00.0.00.01.0112,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan Laboratorium (Rapid Combo HIV + Sifilis),67212996,BLUD,Ya,15246000
PROVINSI DKI JAKARTA,SUKU DINAS PEMUDA DAN OLAHRAGA KOTA - JAKBAR - 2.19.0.00.0.00.01.0003,2026,Swakelola,-,-,Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan Pekan Olahraga Wanita Tingkat Kota Administrasi Jakarta Barat,41872168,APBD,-,24300000
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH BUDHI ASIH - 1.02.0.00.0.00.01.0061,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Revitalisasi IGD Gedung Zamrud,67763552,BLUD,Ya,4999999331
PROVINSI DKI JAKARTA,DINAS KEBUDAYAAN - 2.22.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,"Penyelenggaraan Festival Teater Pelajar - Makan dan Minum Rapat, Makan dan Minum ",67687908,APBD,Ya,161200000
PROVINSI DKI JAKARTA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA TIMUR - 1.04.0.00.0.00.01.0005,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Petugas Pengukuran Tanah - Petugas Penunjang Juru Ukur Tipe A - SDPRKP JT,61870672,APBD,Ya,309920000
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA TIMUR - 2.11.0.00.0.00.01.0005,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penanganan Kebersihan dengan Pekerja Kontrak Perorangan Jabatan Petugas Pengolahan Sampah - Pengemudi Truk Compactor (Besar/Kecil),62205060,APBD,Ya,4709206125
PROVINSI DKI JAKARTA,"SUKU DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK KOTA - JAKPUS - 2.16.2.20.0.00.01.0001",2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan KDO Sudin Kominfotik Jakpus,63274082,APBD,Ya,7043028
PROVINSI DKI JAKARTA,PUSAT PELATIHAN DAN PENGEMBANGAN PENDIDIKAN - JAKPUS - 1.01.0.00.0.00.01.0033,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia - Pelatihan Pendidikan Inklusi Tingkat Lanjut bagi Pendidik Kesetaraan",41928393,APBD,-,3600000
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKTIM - 1.01.0.00.0.00.01.0010,2026,Swakelola,-,-,Seleksi Festival Lomba Seni dan Sastra Siswa Nasional (FLS3N) Jenjang Sekolah Dasar/ Sederajat Tingkat Kota/Kabupaten / Belanja Hadiah yang Bersifat Perlombaan,42507710,APBD,-,45000000
PROVINSI DKI JAKARTA,KELURAHAN ROROTAN - JAKUT - 7.01.0.00.0.00.02.0032,2026,Penyedia,E-Purchasing,Barang,Belanja Penyediaan Spanduk Sosialisasi Penanganan Balita Stunting dan Gizi Buruk,64297243,APBD,Ya,2068416
PROVINSI DKI JAKARTA,BIRO UMUM DAN ADMINISTRASI SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0007,2026,Penyedia,Pengadaan Langsung,Barang,Penyediaan Sarana Prasarana CCTV,62989932,APBD,Ya,45015488
PROVINSI DKI JAKARTA,UNIT PENGELOLA MUSEUM KEBAHARIAN JAKARTA - 2.22.0.00.0.00.01.0008,2026,Penyedia,E-Purchasing,Barang,Pengadaan Kursi Taman,63063217,APBD,Ya,112135184
PROVINSI DKI JAKARTA,PUSKESMAS PENJARINGAN - 1.02.0.00.0.00.01.0098,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Pembinan Peningkatan PHBS dalam Implementasi GERMAS),63257959,APBD,Ya,13650000
PROVINSI DKI JAKARTA,PUSKESMAS KEBAYORAN LAMA - 1.02.0.00.0.00.01.0112,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Modal Sound System,66507110,BLUD,Ya,29240175
PROVINSI DKI JAKARTA,"DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK - 2.16.2.20.0.00.01.0000",2026,Penyedia,Seleksi,Jasa Konsultansi,Pengadaan Tenaga Ahli Manajemen Data #2,61765038,APBD,Ya,130075000
PROVINSI DKI JAKARTA,KELURAHAN SUKABUMI UTARA - JAKBAR - 7.01.0.00.0.00.03.0003,2026,Penyedia,E-Purchasing,Barang,Penyediaan PMT Lansia Makanan dan Minuman (PMT Lansia),63572841,APBD,Ya,66000000
PROVINSI DKI JAKARTA,UNIT PENGELOLA PUSAT KESENIAN JAKARTA TAMAN ISMAIL MARZUKI - 2.22.0.00.0.00.01.0011,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM Peralatan Kerja Lainnya (Genset),63566264,APBD,Ya,17360000
PROVINSI DKI JAKARTA,PUSKESMAS KRAMAT JATI - 1.02.0.00.0.00.01.0125,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan-Bahan Lainnya (Pengadaan Bahan Habis Pakai Pengelolaan Pelayanan Kesehatan pada Usia Produktif),63064545,APBD,Ya,37758600
PROVINSI DKI JAKARTA,KELURAHAN ROROTAN - JAKUT - 7.01.0.00.0.00.02.0032,2026,Penyedia,E-Purchasing,Barang,Penyediaan Aalat Tulis Kantor (Kesekretariatan LMK),64179679,APBD,Ya,8641136
PROVINSI DKI JAKARTA,PUSKESMAS TAMAN SARI - 1.02.0.00.0.00.01.0111,2026,Penyedia,Dikecualikan,Jasa Lainnya,BPJS kesehatan PJLP Keamanan Kantor (6 Bulan),67524457,BLUD,Ya,1470540
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT - 1.01.0.00.0.00.01.0003,2026,Swakelola,-,-,Belanja Jasa Juri Perlombaan/Pertandingan Seleksi Festival Lomba Seni dan Sastra Siswa Nasional (FLS3N) Jenjang Sekolah Menengah Pertama / Sederajat Tingkat Kota/Kabupaten,43165612,APBD,-,40500000
PROVINSI DKI JAKARTA,KELURAHAN JOGLO - JAKBAR - 7.01.0.00.0.00.03.0014,2026,Swakelola,-,-,Pembayaran Operasional dan Uang Kegiatan LMK,41720898,APBD,-,270000000
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAKARTA SMART CITY - 2.16.2.20.0.00.01.0007,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Pengadaan Tenaga Ahli Programmer Junior - Back End Developer Pengembangan Produk dan Layanan Maret - Mei 2 #2,66317966,APBD,Ya,33000000
PROVINSI DKI JAKARTA,KELURAHAN UJUNG MENTENG - JAKTIM - 7.01.0.00.0.00.05.0073,2026,Penyedia,E-Purchasing,Barang,Fasilitasi Pelaksanaan Kelompok Dasawisma,64081696,APBD,Ya,7200000
PROVINSI DKI JAKARTA,SUKU DINAS PERTAMANAN DAN HUTAN KOTA KOTA ADMINISTRASI JAKARTA BARAT - 3.28.0.00.0.00.01.0003,2026,Penyedia,Dikecualikan,Jasa Lainnya,BPJS Kesehatan PPPK Paruh Waktu Petugas Keamanan RTH Makam,63451355,APBD,Ya,2590452
PROVINSI DKI JAKARTA,KELURAHAN KEMANGGISAN - JAKBAR - 7.01.0.00.0.00.03.0039,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Kegiatan PKK Tingkat Kelurahan Lainnya ( SKJ ),63554027,APBD,Ya,2890800
PROVINSI DKI JAKARTA,PUSAT DATA DAN INFORMASI PERENCANAAN PEMBANGUNAN - 5.01.0.00.0.00.01.0008,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Jasa Lainnya Perorangan Analis Sistem Perencanaan 9,67295357,APBD,Ya,59125000
PROVINSI DKI JAKARTA,SUKU DINAS PEMUDA DAN OLAHRAGA KOTA - JAKPUS - 2.19.0.00.0.00.01.0001,2026,Swakelola,-,-,Honorarium Penyuluhan atau Pendampingan Pengiriman ORTAD Tingkat DKI Jakarta,41818676,APBD,-,5000000
PROVINSI DKI JAKARTA,SATUAN POLISI PAMONG PRAJA - 1.05.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Penerapan ISO Untuk Mendukung Penyelenggaraan SPM - Belanja Jasa Audit/Surveillance ISO ,66085470,APBD,Ya,119425302
PROVINSI DKI JAKARTA,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Pengadaan Rehabilitasi Sarana dan Prasarana Gedung Kantor,62773972,APBD,Ya,2506843976
PROVINSI DKI JAKARTA,PUSKESMAS CEMPAKA PUTIH - 1.02.0.00.0.00.01.0093,2026,Penyedia,Dikecualikan,Barang,Penyediaan Air Mineral ,63294725,BLUD,Ya,54000000
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA SELATAN - 1.03.0.00.0.00.02.0004,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,Pembangunan saluran lokasi lainnya di Kota Administrasi Jakarta Selatan,64127143,APBD,Ya,29873934
PROVINSI DKI JAKARTA,KELURAHAN TEBET TIMUR - JAKSEL - 7.01.0.00.0.00.04.0065,2026,Swakelola,-,-,Pembayaran Operasional Posyandu,42408300,APBD,-,82800000
PROVINSI DKI JAKARTA,KECAMATAN SAWAH BESAR - JAKPUS - 7.01.0.00.0.00.01.0040,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",62762982,APBD,Ya,297714600
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA SELATAN - 1.03.0.00.0.00.02.0004,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,Pembangunan Saluran Drainase Jalan Sekolah Duta Raya - Jalan Gedung Hijau Raya Kecamatan Kebayoran Lama,64117005,APBD,Ya,3611170100
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN IV - 1.04.0.00.0.00.01.0012,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,PERENCANAAN Pembuatan Tralis Pengaman Balkon Kampung Susun Bayam,63680609,APBD,Ya,55788096
PROVINSI DKI JAKARTA,KELURAHAN MANGGARAI - JAKSEL - 7.01.0.00.0.00.04.0069,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan sewa mesin fotokopi,63663225,APBD,Ya,57931776
PROVINSI DKI JAKARTA,PUSKESMAS CAKUNG - 1.02.0.00.0.00.01.0131,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Konsumsi Orientasi ILP di Posyandu bagi kader,65399937,APBD,Ya,59220000
PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Caraka-20(S1),61982585,APBD,Ya,70157893
PROVINSI DKI JAKARTA,PUSKESMAS CAKUNG - 1.02.0.00.0.00.01.0131,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Konsumsi Kelompok Pendukung Ibu,64232015,APBD,Ya,8640000
PROVINSI DKI JAKARTA,PUSKESMAS MENTENG - 1.02.0.00.0.00.01.0091,2026,Penyedia,E-Purchasing,Barang,Bimbingan Teknis dan Supervisi Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM): Belanja Hadiah,63579744,APBD,Ya,3473232
