nama_instansi,nama_satuan_kerja,tahun_anggaran,cara_pengadaan,metode_pengadaan,jenis_pengadaan,nama_paket,kode_rup,sumber_dana,produk_dalam_negeri,total_nilai
PROVINSI DKI JAKARTA,"DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK - 2.16.2.20.0.00.01.0000",2026,Penyedia,Seleksi,Jasa Konsultansi,Pengadaan Tenaga Ahli Designer UI/UX,62237806,APBD,Ya,111925000
PROVINSI DKI JAKARTA,PUSAT PELATIHAN DAN PENGEMBANGAN PENDIDIKAN - JAKSEL - 1.01.0.00.0.00.01.0035,2026,Swakelola,-,-,Biaya Sertifikasi Kompetensi Peserta Didik SKB SETARA SMK (LSP),42461471,APBD,-,22700000
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKSEL - 2.08.2.14.0.00.01.0004",2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Iuran Jaminan Kesehatan bagi Non ASN Petugas Keamanan,61419125,APBD,Ya,7771356
PROVINSI DKI JAKARTA,DINAS PERTAMANAN DAN HUTAN KOTA - 3.28.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,Pembangunan Lampu Makam di Wilayah DKI Jakarta,67411259,APBD,Ya,3101219757
PROVINSI DKI JAKARTA,KELURAHAN CAKUNG TIMUR - JAKTIM - 7.01.0.00.0.00.05.0074,2026,Penyedia,E-Purchasing,Barang,Penyediaan Suku Cadang KDO/KDO Khusus ( Xenia ),63214508,APBD,Ya,7503664
PROVINSI DKI JAKARTA,UNIT PENGELOLA MUSEUM KEBAHARIAN JAKARTA - 2.22.0.00.0.00.01.0008,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan jasa perizinan KDO/KDO khusus,62949883,APBD,Ya,3236464
PROVINSI DKI JAKARTA,KELURAHAN GONDANGDIA - JAKPUS - 7.01.0.00.0.00.01.0013,2026,Penyedia,E-Purchasing,Barang,Belanja Pakaian Teknik PPSU,63285420,APBD,Ya,109268544
PROVINSI DKI JAKARTA,KELURAHAN MALAKA JAYA - JAKTIM - 7.01.0.00.0.00.05.0050,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Rapat Koordinasi PKK,64374282,APBD,Ya,48750000
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak - Pelaksanaan Gelar Kreativitas Pengelola RPTRA,63747851,APBD,Ya,758240
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG - JAKTIM - 7.01.0.00.0.00.05.0062,2026,Penyedia,E-Purchasing,Barang,Penyediaan Spanduk Pelaksanaan Kegiatan PKK Tingkat Kelurahan Lainnya Melalui Dana Alokasi Umum (DAU),63893609,APBD,Ya,1278816
PROVINSI DKI JAKARTA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan Pemasangan Iklan pada Media Online (Mobile)  Media Publikasi dan Informasi Pengelolaan Kawasan Tanpa Rokok",64440270,APBD,Ya,35840000
PROVINSI DKI JAKARTA,KELURAHAN PASAR BARU - JAKPUS - 7.01.0.00.0.00.01.0041,2026,Penyedia,E-Purchasing,Barang,Sosialisasi Edukasi Kawasan Tanpa Rokok (KTR) Melalui Dana Alokasi Umum (DAU),63661399,APBD,Ya,3900000
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKSEL - 2.08.2.14.0.00.01.0004",2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia  Pembinaan dan Pemberdayaan Berspektif Gender",41960484,APBD,-,23200000
PROVINSI DKI JAKARTA,"PUSAT PENDIDIKAN DAN PELATIHAN PERINSDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH - 3.31.3.30.2.17.01.0008",2026,Penyedia,E-Purchasing,Barang,"Pelatihan Keterampilan Komunikasi dan Negosiasi Bisnis untuk UMKM - Belanja Alat Tulis Kantor, Belanja Kertas dan Cover, Belanja Bahan Cetak, Belanja Bahan Lainnya",63947469,APBDP,Ya,43671376
PROVINSI DKI JAKARTA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KOTA - JAKPUS - 3.26.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Sewa Peralatan Umum  Aktivitas Penyelenggaraan Festival Tahun Baru,63828597,APBD,Ya,44529184
PROVINSI DKI JAKARTA,KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - KEP. SERIBU - 7.01.0.00.0.00.06.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Pemeliharaan KDO Darat R4,63707064,APBD,Ya,226272663
PROVINSI DKI JAKARTA,SUKU DINAS PERPUSTAKAAN DAN KEARSIPAN KOTA ADMINISTRASI JAKARTA BARAT - 2.23.2.24.0.00.01.0003,2026,Penyedia,E-Purchasing,Barang,Penyediaan Koleksi Buku Perpustakaan Konvensional,64062451,APBD,Ya,1464150000
PROVINSI DKI JAKARTA,SUKU DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA ADMINISTRASI JAKARTA TIMUR - 2.12.0.00.0.00.01.0005,2026,Penyedia,Dikecualikan,Barang,Penyediaan Materai,61789265,APBD,Ya,4330000
PROVINSI DKI JAKARTA,DINAS KEBUDAYAAN - 2.22.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Ngisah Diujung Lidah : Cerita Hikayat Jakarta,65462273,APBD,Ya,673279756
PROVINSI DKI JAKARTA,KELURAHAN KAYU PUTIH - JAKTIM - 7.01.0.00.0.00.05.0067,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya ,62459919,APBD,Ya,59115392
PROVINSI DKI JAKARTA,PUSKESMAS TEBET - 1.02.0.00.0.00.01.0120,2026,Penyedia,E-Purchasing,Barang,Belanja Makan Dan Snack Rapat Binwasdal PANDU PTM (APBD) Puskesmas Tebet TA 2026,62826716,APBD,Ya,1300000
PROVINSI DKI JAKARTA,KELURAHAN CIPETE UTARA - JAKSEL - 7.01.0.00.0.00.04.0044,2026,Penyedia,E-Purchasing,Barang,Penyediaan jasa pemeliharaan Kendaraan Dinas Operasional atau Lapangan,67532940,APBD,Ya,83218261
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TARAKAN - 1.02.0.00.0.00.01.0058,2026,Penyedia,E-Purchasing,Jasa Lainnya,PENYEDIAAN JASA TENAGA KEAMANAN,63574341,BLUD,Ya,14049198918
PROVINSI DKI JAKARTA,"PUSAT PRODUKSI, INSPEKSI DAN SERTIFIKASI HASIL PERIKANAN - 2.09.3.25.3.27.01.0007",2026,Penyedia,E-Purchasing,Barang,Pengadaan Sarana Budidaya Perikanan,66089959,APBD,Ya,1193509520
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN III - 1.04.0.00.0.00.01.0011,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Benda Pos ( Materai ),64077183,APBD,Ya,5000000
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Perawatan dan Pembersihan Ruang Kerja dan Furniture Dinas Sumber Daya Air Provinsi DKI Jakarta Tahap 1,66147552,APBD,Ya,18809600
PROVINSI DKI JAKARTA,BADAN PERENCANAAN PEMBANGUNAN DAERAH - 5.01.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Tenaga Ahli Pendukung Pencapaian Perjanjian Kinerja Pimpinan 4,62156385,APBD,Ya,61050000
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,2026,Penyedia,Seleksi,Jasa Konsultansi,Perencanaan Sarana Prasarana Rumah Susun 3 (Cakung Barat Tower),63092952,APBD,Ya,252502432
PROVINSI DKI JAKARTA,KELURAHAN TANJUNG DUREN SELATAN - JAKBAR - 7.01.0.00.0.00.03.0036,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik Pemeliharaan Sarana dan Prasarana Ruang Interaksi Warga,61955165,APBD,Ya,969024
PROVINSI DKI JAKARTA,KELURAHAN RAGUNAN - JAKSEL - 7.01.0.00.0.00.04.0017,2026,Penyedia,E-Purchasing,Barang,Piala Lomba 10 Program PKK,63754657,APBD,Ya,22086960
PROVINSI DKI JAKARTA,SEKOLAH MENENGAH KEJURUAN NEGERI 37 JAKARTA - 1.01.0.00.0.00.01.0032,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan jasa perizinan KDO/KDO khusus,63516690,APBD,Ya,824656
PROVINSI DKI JAKARTA,SUKU DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA ADMINISTRASI JAKARTA UTARA - 2.12.0.00.0.00.01.0002,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Jasa Kebersihan Kantor,61847135,APBD,Ya,350789465
PROVINSI DKI JAKARTA,PUSKESMAS MATRAMAN - 1.02.0.00.0.00.01.0129,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Pelaksanaan Konvensi Mutu,63181600,BLUD,Ya,36900000
PROVINSI DKI JAKARTA,SUKU DINAS PERHUBUNGAN KOTA ADMINISTRASI JAKARTA BARAT - 2.15.0.00.0.00.01.0003,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makanan dan Minuman HBKB Tingkat Kota Administrasi Jakarta Barat,62980507,APBD,Ya,46728000
PROVINSI DKI JAKARTA,PUSKESMAS SETIABUDI - 1.02.0.00.0.00.01.0119,2026,Penyedia,E-Purchasing,Barang,Roadshow Kesehatan Gigi dan Mulut,63276780,APBD,Ya,900000
PROVINSI DKI JAKARTA,SUKU BADAN KESATUAN BANGSA DAN POLITIK KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 8.01.0.00.0.00.01.0006,2026,Swakelola,-,-,"Uang Saku / Transport Peserta - Peningkatan Pencegahan Peredaran, Penanggulangan dan Penyalahgunaan Narkotika",42519051,APBD,-,15000000
PROVINSI DKI JAKARTA,KELURAHAN ROROTAN - JAKUT - 7.01.0.00.0.00.02.0032,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Rutin/Berkala KDO Khusus Gerobak Motor,64298751,APBD,Ya,28992320
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PADEMANGAN - 1.02.0.00.0.00.01.0070,2026,Penyedia,E-Purchasing,Barang,Belanja Barang dan Jasa (e-Catalogue),64783951,BLUD,Ya,11710774074
PROVINSI DKI JAKARTA,PUSKESMAS PADEMANGAN - 1.02.0.00.0.00.01.0099,2026,Penyedia,E-Purchasing,Barang,Pengadaan PDK untuk Balita Gizi Kurang Usia kurang dari 1 Tahun,62822686,APBD,Ya,7765632
PROVINSI DKI JAKARTA,PUSKESMAS CILANDAK - 1.02.0.00.0.00.01.0121,2026,Penyedia,E-Purchasing,Barang,Sosialisasi Microplaning Imunisasi Dasar dan Lanjutan,63169185,APBD,Ya,940000
PROVINSI DKI JAKARTA,PUSKESMAS KEPULAUAN SERIBU SELATAN - 1.02.0.00.0.00.01.0133,2026,Penyedia,E-Purchasing,Barang,Penyuluhan PHBS Anak Sekolah,63905294,APBD,Ya,9870000
PROVINSI DKI JAKARTA,SUKU DINAS KEBUDAYAAN KOTA - JAKPUS - 2.22.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Barang,Pelatihan Seni Budaya Bagi Guru,64414499,APBD,Ya,9415840
PROVINSI DKI JAKARTA,KELURAHAN PINANG RANTI - JAKTIM - 7.01.0.00.0.00.05.0035,2026,Penyedia,E-Purchasing,Barang,Belanja Pakaian Siaga Seragam PKK,62262611,APBD,Ya,8308608
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA SELATAN - 1.03.0.00.0.00.02.0004,2026,Penyedia,Pengadaan Langsung,Barang,Pengadaan Aki Alat Berat,64108730,APBD,Ya,26428640
PROVINSI DKI JAKARTA,KELURAHAN KARTINI - JAKPUS - 7.01.0.00.0.00.01.0043,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan pendingin ruangan/AC - Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Rumah Tangga-Alat Pendingin,65403196,APBD,Ya,64534400
PROVINSI DKI JAKARTA,KELURAHAN SLIPI - JAKBAR - 7.01.0.00.0.00.03.0040,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Makanan dan Minuman Tamu,63379978,APBD,Ya,18000000
PROVINSI DKI JAKARTA,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Pengawasan Pemeliharaan Berkala Jalan/Jembatan/FO/Underpass di Provinsi DKI Jakarta (Pekerjaan Expansion Joint Paket 8 Tahun 2026),67744977,APBD,Ya,100000000
PROVINSI DKI JAKARTA,KELURAHAN CIPETE SELATAN - JAKSEL - 7.01.0.00.0.00.04.0075,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Iuran BBJS Petugas RPTRA,61865986,APBD,Ya,17641080
PROVINSI DKI JAKARTA,UNIT PENGELOLA DANA PERUMAHAN - 1.04.0.00.0.00.01.0008,2026,Penyedia,E-Purchasing,Barang,Belanja Alat dan Bahan Kebersihan,64531415,BLUD,Ya,14423808
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH JATI PADANG - 1.02.0.00.0.00.01.0085,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Barang dan Jasa BLUD (Belanja Obat-Obatan-Obat) Februari I Acetylcistein ,65523638,BLUD,Ya,1284426
PROVINSI DKI JAKARTA,PUSKESMAS TANJUNG PRIOK - 1.02.0.00.0.00.01.0100,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Pengelolaan Limbah Non Medis Puskesmas,64133781,BLUD,Ya,20799168
PROVINSI DKI JAKARTA,KECAMATAN PENJARINGAN - JAKUT - 7.01.0.00.0.00.02.0001,2026,Swakelola,-,-,Uang Komunikasi Ketua FKDM,42352311,APBD,-,3600000
PROVINSI DKI JAKARTA,UNIT PENGELOLA MUSEUM SENI - 2.22.0.00.0.00.01.0009,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Pemeliharaan Museum Seni Rupa dan Keramik,66964426,APBD,Ya,199994144
PROVINSI DKI JAKARTA,PUSKESMAS KEPULAUAN SERIBU SELATAN - 1.02.0.00.0.00.01.0133,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan jasa pemeliharaan KDO/KDO Khusus,62927733,APBD,Ya,30619501
PROVINSI DKI JAKARTA,KELURAHAN SEMPER BARAT - JAKUT - 7.01.0.00.0.00.02.0036,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum Rembuk RW,65760345,APBD,Ya,9180000
PROVINSI DKI JAKARTA,PUSKESMAS PULO GADUNG - 1.02.0.00.0.00.01.0130,2026,Penyedia,E-Purchasing,Barang,Belanja Barang Jasa obat umum (framicetin),67212960,BLUD,Ya,1697634
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TEBET - 1.02.0.00.0.00.01.0074,2026,Penyedia,E-Purchasing,Barang,Belanja Obat-Obatan,67589296,BLUD,Ya,4706045
PROVINSI DKI JAKARTA,KELURAHAN KEMBANGAN UTARA - JAKBAR - 7.01.0.00.0.00.03.0015,2026,Swakelola,-,-,Penyediaan PMT Lansia	,41345711,APBD,-,30000000
PROVINSI DKI JAKARTA,KELURAHAN KEMBANGAN UTARA - JAKBAR - 7.01.0.00.0.00.03.0015,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum 1 x 24 Jam,61724572,APBD,Ya,12506440
PROVINSI DKI JAKARTA,PUSKESMAS CIPAYUNG - 1.02.0.00.0.00.01.0124,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Rapat - Pertemuan dengan kelompok dukungan sebaya (KDS) dan LSM,63376577,APBD,Ya,1175000
PROVINSI DKI JAKARTA,"SUKU DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN KOTA ADMINISTRASI  JAKARTA SELATAN - 1.03.0.00.0.00.03.0004",2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,"""Penyusunan Ketentuan/Perencanaan Penataan Ruang  Senior Assistant Professional Staff - Planologi/Perencanaan Wilayah dan Kota 02""",61951557,APBD,Ya,75075000
PROVINSI DKI JAKARTA,PUSKESMAS MENTENG - 1.02.0.00.0.00.01.0091,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makan Minum BLUD (e-Purchasing),63129812,BLUD,Ya,116300000
PROVINSI DKI JAKARTA,KELURAHAN CEMPAKA PUTIH BARAT - JAKPUS - 7.01.0.00.0.00.01.0025,2026,Penyedia,E-Purchasing,Barang,Penanganan Bencana (Penyediaan Makan dan Minum 1 x 24 Jam),63088266,APBD,Ya,14100000
PROVINSI DKI JAKARTA,KELURAHAN PEGADUNGAN - JAKBAR - 7.01.0.00.0.00.03.0026,2026,Penyedia,E-Purchasing,Barang,Pemeliharaan PC - Belanja Pemeliharaan Komputer-Komputer Unit-Komputer Unit Lainnya,63446129,APBD,Ya,5492928
PROVINSI DKI JAKARTA,BADAN PENGELOLAAN ASET DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyusunan dan/atau Penyempurnaan Peraturan-Peraturan Daerah terkait Aset Daerah (Belanja Sewa Hotel 6),62050269,APBD,Ya,101025000
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN VIII - 1.04.0.00.0.00.01.0016,2026,Penyedia,E-Purchasing,Barang,Belanja Penyedotan Tinja  ,64525533,APBD,Ya,401878400
PROVINSI DKI JAKARTA,KELURAHAN PESANGGRAHAN - JAKSEL - 7.01.0.00.0.00.04.0009,2026,Swakelola,-,-,Pembayaran Operasional dan Uang Kegiatan LMK,42028480,APBD,-,240000000
PROVINSI DKI JAKARTA,KELURAHAN TEBET BARAT - JAKSEL - 7.01.0.00.0.00.04.0064,2026,Penyedia,E-Purchasing,Barang,0009 Pemeliharaan Sarana dan Prasarana Ruang Interaksi Warga/RPTRA - Belanja Alat Bahan Lainnya,64257186,APBD,Ya,4428928
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKBAR - 1.01.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,Penyediaan Alat Kebersihan Kantor,67611476,APBD,Ya,34191472
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA BARAT - 1.03.0.00.0.00.02.0003,2026,Penyedia,E-Purchasing,Jasa Lainnya,Perawatan Rutin Dump Truck Hino 130 HD & 136 HD,66840883,APBD,Ya,183678782
PROVINSI DKI JAKARTA,KECAMATAN CENGKARENG - JAKBAR - 7.01.0.00.0.00.03.0016,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia Lomba PKK ASK  Pelaksanaan Kegiatan PKK Tingkat Kecamatan Lainnya",42173594,APBD,-,2400000
PROVINSI DKI JAKARTA,"DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK - 2.16.2.20.0.00.01.0000",2026,Penyedia,Dikecualikan,Jasa Lainnya,Pembayaran Sewa Lokasi TETRA Base Station ,61734064,APBD,Ya,90120800
PROVINSI DKI JAKARTA,DINAS PARIWISATA DAN EKONOMI KREATIF - 3.26.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Laboratorium (Tes NAPZA) Pemilihan Abang dan None Jakarta,67117764,APBD,Ya,7056000
PROVINSI DKI JAKARTA,KELURAHAN CIPETE SELATAN - JAKSEL - 7.01.0.00.0.00.04.0075,2026,Swakelola,-,-,Honorarium Tim Penggerak PKK tingkat Kelurahan,42027186,APBD,-,192672000
PROVINSI DKI JAKARTA,KELURAHAN MANGGARAI SELATAN - JAKSEL - 7.01.0.00.0.00.04.0068,2026,Swakelola,-,-,Pembayaran Honorarium Anggota dan Uang Komunikasi Ketua FKDM Tingkat Kelurahan,42338917,APBD,-,139800000
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia - Peningkatan Kapasitas Keterpaduan Poktan di RPTRA Hari Kedua",42088667,APBD,-,2800000
PROVINSI DKI JAKARTA,PUSKESMAS SAWAH BESAR - 1.02.0.00.0.00.01.0096,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Sistem Informasi,64026868,BLUD,Ya,97668000
PROVINSI DKI JAKARTA,SUKU BADAN KESATUAN BANGSA DAN POLITIK KOTA ADMINISTRASI JAKARTA TIMUR - 8.01.0.00.0.00.01.0005,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pemeliharaan Peralatan dan Perlengkapan Kerja,62122029,APBD,Ya,22075200
PROVINSI DKI JAKARTA,PUSKESMAS PULO GADUNG - 1.02.0.00.0.00.01.0130,2026,Penyedia,E-Purchasing,Barang,Belanja Cetakan Umum (Buku Lansia),67454069,BLUD,Ya,5883000
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKTIM - 1.01.0.00.0.00.01.0010,2026,Penyedia,E-Purchasing,Barang,Pembinaan Musyawarah Guru Mata Pelajaran (MGMP) Jenjang Sekolah Menengah Kejuruan Tingkat Kota/Kabupaten / Belanja Makanan dan Minuman pada Fasilitas Pelayanan Urusan Pendidikan,64839116,APBD,Ya,7316000
PROVINSI DKI JAKARTA,KELURAHAN KALIBARU - JAKUT - 7.01.0.00.0.00.02.0037,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan Peralatan dan Mesin Lainnya,63106810,APBD,Ya,22075200
PROVINSI DKI JAKARTA,BADAN KEPEGAWAIAN DAERAH - 5.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Sewa Bus Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,62868723,APBD,Ya,66537408
PROVINSI DKI JAKARTA,KECAMATAN KRAMAT JATI - JAKTIM - 7.01.0.00.0.00.05.0022,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tagihan Telepon ,61832399,APBD,Ya,1760000
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN I - 1.04.0.00.0.00.01.0009,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,Peningkatan Prasarana dan Sarana Gedung II,62548995,APBD,Ya,2064518288
PROVINSI DKI JAKARTA,DINAS KEBUDAYAAN - 2.22.0.00.0.00.01.0000,2026,Penyedia,Tender,Jasa Lainnya,"Paket KARNAVAL Sarendo-Rendo - Belanja Jasa, Honorarium dan Belanja Sewa Peralatan",63510837,APBDP,Ya,3370393152
PROVINSI DKI JAKARTA,KELURAHAN CENGKARENG TIMUR - JAKBAR - 7.01.0.00.0.00.03.0018,2026,Penyedia,E-Purchasing,Barang,Pengadaan Peralatan Audio,61868066,APBD,Ya,7408600
PROVINSI DKI JAKARTA,KELURAHAN MAPHAR - JAKBAR - 7.01.0.00.0.00.03.0058,2026,Penyedia,E-Purchasing,Barang,Penyediaan PMT Balita,63035698,APBD,Ya,84000000
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH JATI PADANG - 1.02.0.00.0.00.01.0085,2026,Penyedia,E-Purchasing,Barang,"Belanja Barang dan Jasa BLUD (Belanja Obat-Obatan-Obat) PP  Mei III Cefixime 200 mg tab, omepazol inj 40 mg, paracetamol infus ",67219722,BLUD,Ya,6564403
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG - JAKTIM - 7.01.0.00.0.00.05.0062,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum Rapat Koordinasi Ketertiban Umum,63388533,APBD,Ya,5400000
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Jasa Tenaga Ahli II - 1 (Pembangunan Rumah Susun Padat Karya Tahap II),62003231,APBD,Ya,20350000
PROVINSI DKI JAKARTA,"SUKU DINAS  PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH KOTA - JAKSEL - 3.31.3.30.2.17.01.0004",2026,Penyedia,E-Purchasing,Barang,Penumbuhan Wirausaha Industri Baru Komoditi Kuliner di Wilayah Jakarta Selatan (Bahan Cetak dan Tempat Sampah),67798356,APBD,Ya,4708480
PROVINSI DKI JAKARTA,"SUKU DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK KOTA - JAKUT - 2.16.2.20.0.00.01.0002",2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan Minum Peserta Kegiatan Literasi Digital,65454111,APBD,Ya,9750000
PROVINSI DKI JAKARTA,PUSKESMAS SAWAH BESAR - 1.02.0.00.0.00.01.0096,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Uang Lembur Karyawan Non PNS untuk kegiatan Insidentil,64841152,BLUD,Ya,28020000
PROVINSI DKI JAKARTA,UNIT PENGELOLA GELANGGANG JAKARTA PUSAT - 2.19.0.00.0.00.01.0012,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tagihan Telepon,62865609,APBD,Ya,12000000
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAKARTA SMART CITY - 2.16.2.20.0.00.01.0007,2026,Penyedia,Seleksi,Jasa Konsultansi,Pengadaan Tenaga Ahli Technical Support Perangkat dan Jaringan Teknologi Informasi Maret - Desember 1 #1,62036340,APBD,Ya,101750000
PROVINSI DKI JAKARTA,KELURAHAN KELAPA DUA WETAN - JAKTIM - 7.01.0.00.0.00.05.0010,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan Sarana dan Prasarana Ruang Interaksi Warga (Pemeliharaan P.C Unit),62849074,APBD,Ya,3270400
PROVINSI DKI JAKARTA,"SUKU DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK KOTA - JAKPUS - 2.16.2.20.0.00.01.0001",2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,PJLP Layanan Kemanan Informasi,61904194,APBD,Ya,109892250
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH JOHAR BARU - 1.02.0.00.0.00.01.0067,2026,Penyedia,E-Purchasing,Barang,Belanja Modal BLUD Freezer 2026,64350265,BLUD,Ya,59844091
PROVINSI DKI JAKARTA,SUKU DINAS PERPUSTAKAAN DAN KEARSIPAN KOTA ADMINISTRASI JAKARTA TIMUR - 2.23.2.24.0.00.01.0005,2026,Swakelola,-,-,Penyediaan Narasumber Pemilihan Duta Baca Kota/Kab,42614913,APBD,-,18200000
